on the hobble;Phrs. Working without declaring one's income when in receipt of social benefits. [South Wales use]
on the hoy;Phrs. Out getting drunk with friends. [North-east use]
on the job ;Phrs. Having sexual intercourse.
on the lash;"Phrs. Out getting drunk. E.g.""We're on the lash tonight lads, so bring plenty of cash."""
on the never never;Phrs. Paying by installments, on hire purchase. Cf. 'on the drip'.
on the Pat and Mick;Phrs. Taking time off work due to sickness. Rhyming slang for on the sick. See 'Pat and Mick'.
on the piss ;"Phrs. Getting drunk. E.g.""He's got a hangover after going out on the piss last night."""
on the pull ;"Phrs. Seeking a partner for sexual intimacies. E.g.""We're off on the pull tonight, so have a bath and wear your best suit."""
on the Q.T.;Phrs. On the quiet, secretly.
on the rag;Phrs. Menstruating.
on the razz /razzle ;"Phrs. Indulging in alcohol, partying, generally having a good time. A shortening of on the razzle-dazzle. E.g.""I'm buying a new shirt; we're off out on the razzle tonight."""
on the rob ;"Phrs. The act of thieving. E.g.""You don't want to employ him! He's just like his older brother, always on the rob."""
on the scrounge;"Phrs. Seeking to obtain something at the expense of or through the generosity of others. E.g.""Keep out of the way of Steve, he's on the scrounge for some cash."" {Informal}"
on the take;Phrs. Open to bribery, receiving bribes.
on the tap ;Phrs. Meaning the same as 'on the pull'. See also 'tap off'.
on the tiles ;Phrs. On a spree, out late enjoying oneself. Usually heard as having a night on the tiles. After the nocturnal habits of cats. {Informal}
on the wagon ;Phrs. Teetotal, abstaining from alcohol.
on your bike!;Exclam. Go away! Clear off!
oojah ;Noun. A thing whose name one has forgotten. Often extended with other humorous additions, including an oojah ma bob, oojah ma thingy, or oojamaflip.
oose;Noun. Fluff. [Scottish use]
order of the boot ;"Noun. Dismissal. E.g.""I can't afford to go out tonight, my boss gave me the order of the boot yesterday."""
oscar;Adv. Later. Rhyming slang on Oscar Slater, victim of a Scottish miscarriage of justice in 1909. Wrongly convicted of murder, his original sentence of death was commuted to hard labour for life, of which he served almost 20 years before being freed. [Glasgow use]
other half ;Noun. One's wife, husband or partner. Cf. 'better half'.
O.T.T. ;"Phrs. Abb. of Over The Top, meaning excessive, beyond that which is acceptable, extravagant. E.g.""Whooping in Church at a vicar's Easter sermon is a bit O.T.T."""
our kid ;Noun. 1. One's younger brother or sister. {Informal}
;2. Affectionate term for a friend. {Informal}
out ;Adj. Openly living as a homosexual. See 'closet.'
;Verb. To declare publicly the homosexuality of someone. Very popular direct-action of the 'Gay' community in the 1990s, in an attempt to bring a higher profile to homosexuality.
out for a duck;Phrs. Of the batsman, in the game of cricket, out for no score. More recently also applied to other scoring games. Cf. 'duck' (Noun 3). {Informal}
out of it;Phrs. Very intoxicated with alcohol or drugs.
out of one's head ;Phrs. 1. Mad, crazy.
;2. Intoxicated by alcohol or drugs. Cf. 'off one's head'.
out of one's box /tree;"Phrs. See 'off of one's box'. E.g.""I wouldn't bother calling on Sally, she's been drinking all afternoon and is out of her tree."""
out of order ;"Adj. Of a person or their behaviour, unfair, unacceptable, or wrong. E.g.""Did you see that girl screaming at her mum in the church? She was well out of order."""
out of puff;Phrs. Out of breath. {Informal}
out on one's arse;"Phrs. Thrown out, discarded without further consideration. E.g.""Any more noise during the ballet performance and you'll all be out on your arse."""
out on the town;Phrs. An evening enjoying the nightlife of a town or city. {Informal}
outtie;Noun. A navel, belly button, that protrudes. Cf. 'innie'.
out to lunch ;Phrs. Insane, mad, crazy. {Informal}
over my dead body!;Exclam. There is no way that I will let that happen! An emphatic objection.
over the shoulder boulder holder;Noun. A brassiere, a bra. Jocular usage. Cf. 'boulder holder'.
over the moon ;"Phrs. Delighted, very happy. E.g.""I'm over the moon after passing my driving test first time."" {Informal}"
over the top ;Phrs. Extremely exaggerated, outrageous, beyond a joke. Cf. O.T.T. {Informal}
ow do!;Exclam. Hello! How do you do! [Northern use]
owt ;"Pron. Anything. E.g.""Is there owt on television worth watching?"" [Northern dialect]"
oxo (cube);Noun. The London underground transport system. Rhyming slang on the underground's common name, the Tube. [London use]
oxygen thief;Noun. An elderly person. Derog.
packed out;"Adj. Very crowded. E.g.""The bar was so packed out, it took us 30 minutes to get served."" {Informal}"
packet ;Noun. 1. The male genitals.
;"2. A sizeable amount of money. E.g.""I earnt a packet working overtime last weekend."""
pack up;"Verb. To break down. Usually said of a machine, however may on occasion be applied to one's bodyparts, such as, ""my back's packed up."" {Informal}"
;Noun. A snack, a packed lunch. [Hull/E.Yorkshire use]
pad;Noun. One's apartment, room, home.
paddy ;"Noun. A rage, a tantrum or an upset. E.g ""O.K., calm down, don't get in a paddy."" {Informal}"
Paddy ;Noun. An Irish person. Derived from the popular and pet-form of the Irish name Padraig (Patrick). Often used offensively. {Informal}
paedo;Noun. Abb. of paedophile.
pagga;Noun. A fight. Also pagger. [Scottish/N.E. use]
;Verb. To beat up, fight. [Scottish/N.E. use?]
paggered;Adj. Tired, exhausted. [Yorks/NE/Cumbria use]
pain in the arse ;Noun. Something or someone who is troublesome or tedious.
pair ;Noun. A euphemism for a woman's breasts.
Paki ;Noun. 1. A Pakistani, but also used as a general and particularly offensive term for any person/immigrant from the Indian sub-continent, such as Pakistan, India, Bengal, Sri Lanka etc. Offens.
;2. A shop or delicatessen run by asians. Often as paki deli. Offens.
Paki-bashing;Noun. Racially motivated violence against the Asian community. See 'paki'.
pal ;Noun. 1. A friend. {Informal}.
;2. A term of address, not always friendly despite its original meaning as noun 1.
palatic;Adj. Drunk, intoxicated with alcohol. Also spelt pallatic and parlatic. Possibly a corruption of 'paralytic'. [N. England/Ireland use]
palaver;"Noun. A tedious fuss or discussion. E.g.""What's all this palaver about you and my mum having an argument?"" {Informal}"
pally ;Adj. Friendly. {Informal}.
Pam and her five sisters;Noun. The hand when used for masturbation. Cf. 'Madam Palm and her five sisters' and 'Rosie Palm and her five sisters'.
pan ;"Noun. The toilet. Refers to the room and the bowl itself. E.g.""I'll get her to ring you back, she's just in the pan."""
pancrack;Noun. The dole, social security. Often heard as on the pancrack. Possibly originally miner's slang. [North-east/Yorkshire use]
panda (car) ;Noun. A policecar. Taken from when policecars were black and white. {Informal}
pan handle;Noun. An erect penis. From the resemblance between the two.
pan someone's head in ;"Vrb phrs. To thoroughly beat someone up. E.g.""I warned him he'd get his head panned in if he didn't stop messing with that nutter."""
pansy ;Noun. 1. An effeminate, feeble, weak-willed male.
;2. A homosexual male. Derog.
pant moustache;Noun. Pubic hair that shows outside the confines of underwear. Cf. 'spider's legs'.
panto;Noun. Abb. of pantomine, being a theatrical show, mainly for children, and usually staged around the Christmas period. {informal}
pants (!) ;"Noun/Adj. Nonsense, rubbish, bad. From the standard British English of pants, meaning underwear; also a variation on 'knickers'. E.g.""The first half was pants but I stayed until the end and it was actually a great film."" [1990s]"
;Exclam. An exclamation of annoyance or frustration. From the noun, (above).
pap ;Noun. 1. Nonsense, rubbish.
;2. Faeces.
;"Verb. 1. To defecate. E.g.""He was so scared he papped his pants."""
;"2. To photograph, as done by the paparazzi. Abb. of paparazzi. E.g.""We were drunk and got papped coming out of a nightclub holding hands."" [1990s]"
paps;Noun. Women's breasts.
papers ;Noun. Cigarette papers.
para;"Adj. Abb. of paranoid. E.g.""I was feeling a bit para so I hid in the bathroom."""
paraffin;Noun. A tramp, a vagrant. Rhyming slang on paraffin lamp, meaning tramp.
paralytic ;Adj. Extremely drunk.
park one's arse ;"Vrb phrs. To sit down. E.g.""Park your arse there a moment whilst I find my car keys."""
park one's foot/fist ;"Vrb phrs. To kick or punch. Typically finished with the name of a part of the recipient's body, e.g. face. E.g.""If you don't shut up I'm going to park my foot in your kidneys."""
parky ;Adj. Cold, with regard to the weather. {Informal}
parp;Noun. 1. To break wind, to fart.
;2. Nonsense, rubbish.
party-pooper ;Noun. Someone who is miserable and a spoilsport, consequently putting a damper on the pleasures of others. [Orig. U.S. 1950s]
pash;Noun. An infatuation.
;"Verb. Be sexually passionate, to kiss passionately. Abb. of passion. E.g.""I found her having a pash in the back garden with the nextdoor neighbour."""
passion killers ;"Noun. Very unattractive underwear and unlikely to encourage sexual advances; infact so unappealing they would halt any such advances."
paste ;"Verb. To beat up. E.g.""I'll paste him if he ever bothers my sister again."""
pasting ;"Noun. A beating. E.g. ""He gave me a right pasting when he realised it was me that started spreading that rumour."""
Pat and Mick;Adj. Affected with nausea, ill. Rhyming slang on sick. Also 'on the Pat and Mick'.
Paul Weller;Noun. Stella Artois, a popular brand of lager. Rhyming slang on Stella. Paul Weller, English musician. [1990s]
pavement pizza;Noun. Vomit, when lying on the street.
P.C. ;Adj. Abb. of politically correct. [1990s]
PDQ ;"Adj. Very quickly, immediately. Abb of Pretty Damn Quick(ly). E.g.""You best tidy up that mess P.D.Q., before your mother gets home."" {Informal}"
peahead;Noun. A person with a comparatively small head. Also pea head. Derog.
peaky;Adj. Sickly and feeble, looking pale and tired. {Informal}
peanuts ;"Noun. A trifling amount. E.g.""We got paid peanuts but at least we got somewhere to sleep."" [Orig. U.S.] {Informal}"
peanut smuggler;Noun. A woman with erect nipples, evident through her clothing. See 'peanut smuggling'.
peanut smuggling;Noun. Of a woman, having prominently erect nipples, visible through her clothing. Cf. 'smuggling peanuts'.
pearler ;Noun. See 'purler' (noun 3).
pearl harbour;"Adj. Cold weather. A pun on 'there being a nasty nip in the air'... from nip(py) (cold) and 'Nip' (Japanese). E.g.""Put on your scarf and hat, it's pearl harbour out there."" [1990s]"
pearl necklace ;Noun. Ejaculated semen that has landed around the vicinity of the neck and upper chest, imitative of a pearl necklace.
pear-shaped ;"Adj. Out of shape, unorganised, wrong. Heard in the expression go pear-shaped. E.g.""All our plans went pear-shaped after our funds were cut by the finance department."""
peasouper ;Noun. A very thick fog. {Informal}
pecker ;Noun. The penis. [Orig. U.S.]
peckish;"Adj. Hungry. E.g.""What time is dinner? I'm feeling a little peckish."" {Informal}"
pee ;"Verb. To urinate. E.g.""He was that desperate he peed for a full 5 minutes."" {Informal}."
;Noun. 1. Urine.
;2. An act of urination.
pee it down;"Vrb phrs. To rain heavily. E.g.""It's been peeing it down for 4 days non-stop."""
peely-wally;Adj. Pale looking, off-colour, sickly. Also peelie-wally. [Scottish use]
peeper;"Noun. An eye, usually in the plural. E.g.""I shut my peepers and counted to one hundred."""
peeps ;Noun. 1. Sleep.
;2. Abb. form of people.
peeve;Noun. Drink, usually alcoholic. [North-east/Scottish use]
peg-it ;Verb. 1. To run, usually implying a sense or urgency, such as hurriedly.
;2. To die. [Northern /Scottish use]
pen and ink ;Noun. A stink, a bad smell. Cockney rhyming slang.
pen pusher;Noun. An office clerk. Cf. 'pencil pusher'.
pencil pusher ;Noun. A person who works at a desk and whose job involves a large amount of paper-work or administration, such as an office clerk. Derog. Cf. 'pen pusher'.
peng;"Adj. 1. The best, great, excellent, often heard with reference to drugs. E.g.""This weed is peng!"""
;2. Of a person, very attractive, desirable.
(the) penny dropped;"Noun. Used to signify that a person finally understands something. E.g.""Thank God for that! The penny's finally dropped and we can all go home now."" {Informal}"
percy ;Noun. A pet name for the penis. See 'point percy at the porcelain'.
;
perishing ;"Adj. 1. Used as an intensifier. E.g.""That perishing dog was barking all night""."
;"2. Very cold. E.g.""You should put your hat and scarf on, it's perishing outside."" {Informal}"
pernickety ;Adj. Obsessed with minor details or the trivial, fussy, particular. [Orig. Scottish] {Informal}
perp ;Noun. The perpetrator of a crime, someone accused of a crime.
perve ;Noun. Abb. of pervert.
;"Verb. To look lustfully or lecherously at someone or something. E.g.""He shouldn't be allowed to work at the swimming pool, he's always perving over the ladies."""
pervy ;Adj. Perverted.
pet ;Noun. A term of endearment. {Informal}
petal;Noun. An affectionate term of address.
peter;Noun. A safe or cash box, cash register. [Criminal use]
Pete Tong;Adj. Wrong. Rhyming slang. Pete Tong, a well known and respected U.K. radio and club D.J.
petrolhead;Noun. An enthusiast of cars and motoring, especially motor racing.
phat ;Adj. 1. Excellent, pleasing, desirable.
;2. Fashionable.
;3. Musically, describing a full, deep and bassy sound originating from hip hop. Similarly, describing the fashion quality of hip hop.
phiz ;Noun. Face. From from physiognomy. Also spelt viz. Cf. 'phizog'. {Informal}
phizog ;Noun. Face. Derived from physiognomy. Includes a number of variations in spelling such as phizzog, vissog, fizzog, physog, and phyzog.
phwoah;Exclam. Used to express appreciation at the sight of a sexually attractive person. Imitative of the sound expressed in such a circumstance. Also spelt phwoar and phwoargh. [1990s]
pickle ;"Noun. A difficult situation or trouble, typically as in a pickle. E.g.""I got myself in a right pickle and had to be helped out of the hole by a passing stranger."" {Informal}"
pickled ;Adj. Drunk.
pick-me-up ;Noun. A thing that makes you feel better, or restores vigour, such as a drink. [Orig. U.S.] {Informal}
picky ;Adj. Fussy, fastidious, finicky, hard to please. {Informal}
piddle ;"Verb. To urinate. E.g.""As I get older I'm finding I'm piddling a lot more."" Cf. 'riddle' and 'widdle'. {Informal}"
;Noun. 1. Urine.
;"2. An act of urination. E.g.""I'm going for a quick piddle before we set off."""
piddle about ;Verb. To mess around, waste time.
piddle away ;"Verb. To squander, to waste, often of money or time. E.g.""She's piddling away her inheritance on holidays and clothes."""
piddle (it) down ;"Verb. To rain. E.g.""It's not always piddling it down in Manchester."""
piddling ;"Adj. Trivial, insignificant, small. E.g.""I'm starving. You should have seen the piddling amount we had for dinner."" {Informal}"
piddly ;Adj. Small, trivial, insignificant.
pie-can ;Noun. A fool, idiot, stupid person. [North/Midlands use]
piece ;Noun. 1. A euphemism for a gun. [Orig. U.S. 1950s]
;2. A female seen as a sexual object. A shortening of 'piece of skirt'. Offens.
;3. A sandwich. [Scottish use]
piece of cake;"Noun. Something very easy. E.g.""I got full marks in that quiz. It was a piece of cake."""
piece of piss ;"Noun. A thing that is very easy. E.g.""If you think giving up smoking is a piece of piss, then you've never been a proper smoker."" Cf. 'piss easy'."
piece of shit;Noun. A contemptible person.
piece of skirt ;Noun. A female seen as a sexual object. Offens.
pie-eater ;Noun. 1. A simpleton. [Orig. Aust.]
;2. A person from Wigan and surrounding area.
pie-eyed ;Adj. Drunk.
pie-hole;Noun. The mouth. Cf. 'cake-hole'.
piff;Noun. Marijuana.
piffle (!) ;Noun. Nonsense, drivel. {Informal}
;Exclam. Nonsense! {Informal}
piffling ;Adj. Insignificant, small. Cf. 'piddling'. {Informal}
piffy on a rock bun;"Phrs. Heard in phrases expressing upset that one has been ignored or left out of an activity. Often heard shortened to ""like piffy on a rock"", and also just ""like piffy"". Etymology unknown. E.g.""She forgot to tell me the meal had been cancelled, and left me standing in the rain like piffy.""[North-west use]"
pig ;Noun. 1. A policeman /woman. Derog. [Early 1800s]
;2. A glutton, a greedy person.
;3. A slob, an unpleasantly dirty person.
;"4. A difficult or unpleasant situation or task. E.g.""Cleaning all the windows is a pig of a job."""
pigging ;"Adj./Adv. Used as an intensifier, similar to but less offensive than 'fucking' and 'pissing'. E.g.""I hate pigging ignorant customers who think because they have lots of money treat you like scum."""
pig-headed ;Adj. Obstinate.
pig-it ;"Verb. To live in an slovenly manner, or in squaler, to live below expected standards. E.g.""I've been pigging-it whilst I wait for some money to come in."""
pig-ignorant ;Adj. Very stupid, due to ignorance.
pig-out ;"Verb. To eat fully and enthusiastically. E.g.""Since he's given up on his diet he's been pigging out every day."""
;Noun. A big meal.
pig's breakfast;Noun. A complete mess. Cf. 'dog's dinner'.
pig's ear ;"Noun. 1. Beer. Cockney rhyming slang. E.g.""I'll have a pint of pig's ear and a bag of crisps please."""
;"2. A mess, a disaster. E.g.""I made a pig's ear of that job interview when I farted at the outset and couldn't stop giggling."" {Informal}"
pigshit ;"Noun. Rubbish, nonsense. E.g.""You're talking pigshit! The earth's round, not flat."""
pike ;"Verb. 1. To run away, leave hurriedly. E.g.""I piked it up the motorway just in time for kick off."""
;"2. To steal. E.g.""I piked a bottle of cider when the shopkeeper was serving my mate."""
piker ;Noun. A tramp, loafer, vagrant, good-for-nothing. Derog.
pikey * ;Noun. 1. A gypsy or traveller. Derog.
;2. A vagrant. Derog.
;Adj. Of or relating to a gypsy or vagrant. Derog.
;* [Orig. South-east England/Kent use. Dialect]
pilchard;Noun. An idiot.
pill it;"Verb. To take ecstasy (MDMA). E.g.""What else is there to do at the weekend, apart from pilling it and staying up late."""
pill-head ;Noun. A frequent abuser/user of illicit drugs in pill form, such as 'ecstasy' tablets.
pillock ;Noun. Idiot, fool. Originally a slang term for the penis but fairly inoffensive now its meaning has been forgotten. Derog.
pillow-biter ;Noun. A homosexual male. Derog.
pin ;"Noun. A leg. Usually plural. E.g.""That Brazilian model has got a fine pair of pins."""
pinch ;"Verb. 1. To steal. E.g.""Guess who's just lost his job for pinching from work again?"""
;"2. To arrest. E.g.""He got pinched when he was climbing out of the kitchen window with the stolen TV."""
pinch a loaf;Verb. To defecate, to void one's bowels.
pinhead ;Noun. A person or creature with an unusually small head.
pink cigar;Noun. The penis. Also in 'smoke a pink cigar'.
pink oboe;Noun. The penis. Also in 'play the pink oboe'.
pink pound ;Noun. Disposable income that 'gays' ostensibly have through not having the financial expense of children.
pint-sized ;Adj. Small and compact.
pip;"Verb. To defeat by a small margin. Often heard in the expression 'pip at the post'. E.g.""We pipped them to the finish and won by just 2 seconds."" {Informal}"
pip (someone) at the post;Vrb Phrs. To beat someone to the finish by a small margin. Also pip someone to the post. {Informal}
pipedown! ;Exclam. Be quiet! Shut up! An exclamation. {Informal}.
pip-pip!;Exclam. Goodbye! A dated expression that is often only heard used jocularly when mocking the upper classes.
pipsqueak ;Noun. A feeble, ineffectual person. {Informal}
pish;Noun/Verb. 'Piss'. [Scottish use]
pished;Adj. Drunk, intoxicated. See 'pissed'. [Scottish use]
piss (!) ;"Verb. To urinate. E.g.""Stop the car, I need to take a piss!"""
;Noun. 1. Urine.
;2. A weak drink.
;Exclam. An exclamation of anger, frustration.
piss around / about;"Verb. 1. To mess about, to waste time. E.g.""If you're going to piss about all morning then we won't reach our deadline and you won't get your bonus."""
;2. To waste someone's time, to annoy someone.
piss all over (someone);"Vrb phrs. To thoroughly defeat someone. E.g.""You should have seen Chelsea play on Saturday, they pissed all over West Ham Utd."""
piss-arse;Adj. Insignificant, worthless.
piss-arse about /around;Verb. To mess about, to waste time.
piss-artist ;Noun. 1. A habitual drunk. Derog.
;2. A contemptible time waster.
piss away;"Verb. To waste through carelessness or neglect, to squander. E.g.""Take my advice son, don't piss away your marriage just for the sake of a bit of fun."""
piss-ball around;"Verb. To idle away time, to mess around. E.g.""Isn't it about time you did some work, as you've been piss-balling around all morning."""
piss-down ;"Verb. To rain. E.g.""It's pissing down outside, so take your brolly."""
piss easy ;Adj. Very easy.
pissed ;Adj. Drunk.
pissed as a newt /coot /fart ;"Phrs. Very drunk. E.g.""Can anyone tell me what happened last night, I was pissed as a fart and can't remember anything after 9pm."""
pissed off ;Adj. Angry, upset or depressed.
pissed up ;Adj. Very drunk.
pisser ;"Noun. 1. An upset. E.g.""I can't believe what a pisser it was, losing my job just before Christmas."""
;2. Something very funny. Taken from 'piss oneself laughing'.
piss-flaps (!) ;Noun. The female genitals, particularly the labia.
;Exclam. An exclamation of annoyance.
piss-head ;Noun. A drunkard, a habitual drinker.
pisshole;Noun. 1. A lavatory, a toilet.
;2. An unpleasant, dirty place.
pissing ;Adj./Adv. An intensifier, such as 'fucking'.
piss in the wind ;"Vrb phrs. To do something futile, or pointless. E.g.""You're pissing in the wind if you think Kristina's going to sleep with you."""
piss it ;"Verb. To complete a task easily, to win effortlessly. E.g.""They pissed it and won the trophy for the fourth year running."""
piss it down ;"Vrb phrs. To rain heavily. E.g.""It wasn't a great holiday, it pissed it down all day, every day for a week."" Cf. 'piss down'."
piss it up (against) the wall;"Vrb phrs. To waste money. E.g.""She won £50,000 on the lottery last year but has already pissed it up against the wall on make-overs and spa treatments."""
piss off;"Verb. 1. To upset, to annoy. E.g.""He had a reputation for pissing off the bar staff and getting thrown out of clubs."""
;2. Go away. Heard frequently as an exclamation as piss off!
piss oneself ;"Vrb phrs. 1. To laugh heartily. E.g.""She pissed herself when I asked her out for a meal. Just because I'm 15 years younger than her."""
;"2. To be terrified. E.g.""This guy was pissing himself, thinking he was going to get beaten up."""
;"3. To urinate on oneself. E.g.""I was very drunk and pissed myself whilst I was sleeping."""
piss on (someone);"Vrb phrs. To thoroughly defeat, to trounce. E.g.""City pissed on United yesterday in their cup match."""
piss on someone's bonfire;"Vrb phrs. To ruin a good situation for someone, or a person's plans. E.g.""She pissed on my bonfire but then started crying when I had a go at her."""
piss on someone's chips;"Vrb phrs. To spoil someone's enjoyment or plans, to ruin a good situation for someone. E.g.""I don't want to piss on your chips mate but your new car is older than it looks and has a badly rusted chassis."""
piss-poor ;Adj. Terrible, of low quality.
piss-pot;Noun. The toilet or toilet bowl. Orig referring to a chamber pot.
piss-proud;"Adj. Having a penile erection on awaking in the morning; a common symptom of having a full bladder."
piss-take ;Noun. A joke, a tease. Derived from the phrase 'take the piss'.
;Verb. To tease, to mock, to make fun of, to ridicule.
pisstones ;Noun. Urinals. Also piss-stones.[Northern use]
piss-up ;Noun. 1. A drunken spree.
;2. A mess up, a bungled event.
piss water;Noun. Weak or tasteless drink, usually alcoholic.
piss wet ;Adj. Very wet, soaked.
pissy ;Adj. Weak, feeble, inferior. Often applied to drinks.
pissy-arsed;Adj. Insignificant, inferior.
pissy queen ;Noun. A fastidious over fussy gay male. Cf. 'prissy queen'.
pit ;"Noun. Bed. E.g.""Oh, so you've finally got up out of your pit then? """
pitch a tent;Vrb phrs. To have an erection whilst wearing clothing.
pits ;Noun. The worst imaginable situation, place or person. [Orig. U.S.]
pit yakker;Noun. A coal miner. [North-east use]
pizzaface ;Noun. A person with bad spots, acne, or generally a very bad complexion. Derog.
placky ;"Adj. Plastic. Also as placcy. E.g.""Have you got a placky bag for my groceries?"""
plank ;Noun. An idiot.
plant one on someone;"Vrb phrs. To hit someone. E.g.""I planted one on him, knocked him out cold, and then ran like mad before his mates arrived."""
plastered ;Adj. Drunk, intoxicated.
plasterer's radio;"Adj. Messy, ugly, disorderly, dirty. E.g.""He had a face like a plasterer's radio. It was covered in spots."""
plastic ;Noun. Credit/debit cards, cash cards etc.
;Adj. Synthetic, false.
plastic Scouser;Noun. A person from outside of the City of Liverpool who acquires a strong Liverpudlian accent (scouse) in order to make others believe he/she is a true Liverpudlian. Derog.
plastic Paddy;Noun. A person that claims to be Irish or of Irish descent. Derog.
plate ;Verb. To give oral sex, but more commonly to fellate. Possibly from rhyming slang, plate of ham, meaning gam, an abbreviation of 'gamahuche'.
plates (of meat) ;"Noun. Feet. Cockney rhyming slang. E.g.""We've just walked 20 miles and my plates are killing me."""
play around ;Verb. To be sexually promiscuous.
play away (from home) ;"Vrb phrs. To be unfaithful to one's partner, to commit adultery. E.g.""So is he playing away from home again and blaming his frigid wife?"""
play gooseberry ;Vrb phrs. To be an unwanted, extra person, usually in the company of a courting couple. See 'gooseberry'.
play hard to get ;"Vrb phrs. To intentionally make it difficult for someone to achieve their objectives, frequently to make oneself more attractive. E.g.""She was playing hard to get all night but as soon as I put my coat on to leave, she changed her mind."" {Informal}"
play hooky ;"Vrb phrs. To play truant. Also play hookey and play hookie. E.g.""If I hadn't played hooky for 3 years at school I'd probably have a decent job."""
play it cool ;Vrb phrs. To act calmly, to control one's emotions.
play merry-hell ;"Vrb phrs. To be very angry. E.g.""Your father will play merry-hell if he finds you've spent all your savings on a new CD player."""
play silly beggars/buggers;"Vrb phrs. To mess about, be uncooperative. E.g.""Are you going to play silly buggers all day or get on with the job?"""
play someone like a fiddle;"Vrb phrs. To skilfully manipulate a person for their own advantage. E.g.""I can't believe he persuaded me to lend him another £50! He played me like a fiddle."""
play the game;Vrb phrs. To play fairly and by the rules. {Informal}
play the pink oboe;Vrb phrs. To perform fellatio. The 'pink oboe' refers to the penis.
play the skin flute;Vrb phrs. To perform fellatio. The 'skin flute' being the penis
play truant;Vrb phrs. To evade school. {Informal}
play up;"Verb. 1. Of machinery, to go wrong, to malfunction. E.g.""The washing machine is playing up again so one of you will have to go to the laundrette."" {Informal}"
;"2. Of people or animals, to misbehave, to irritate, to annoy. E.g.""We're worn out, after my grand children played up all afternoon."" {Informal}"
play with oneself ;"Vrb phrs. To masturbate. E.g.""Make sure you knock before entering, there's a good chance he's watching some porn and playing with himself."""
pleb ;Noun. An inferior, insignificant or common person. Abb. of plebeian. {Informal}
plebby ;Adj. Common, ordinary. Derog. {Informal}
plod ;Noun. A police officer. From a character in Noddy, a series of children's books written by Enid Blyton in the 1950s.
plodging;Adj. Paddling in water or mud. [North-east use]
plod mag;Noun. A pornographic magazine. [Merseyside use]
plonk;Noun. Cheap or inferior wine. {Informal}
;"Verb. Of objects or oneself, to put or place down heavily. E.g.""He plonked down his bag and then plonked himself on the sofa exhausted."" {Informal}"
plonker ;Noun. 1. A penis.
;2. A fool, idiot, or despicable person.
plook ;Noun. A spot, boil, 'zit'. Also spelt pluke. [Mainly Scottish use]
plop ;Verb. To defecate. Children's onomatopoeic euphemism.
;Noun. 1. An act of defecation and the resulting faeces. Children's euphemism.
;"2. Anything unsatisfactory, useless or unpleasant. By extension of the meaning in noun 1. E.g.""Actually I thought the film was plop and I nearly walked out after half an hour."""
plug-ugly ;Adj. Very ugly. Originally a ruffian, and taken from the New York/Baltimore gang of the mid 1800s named the Plug Uglies. [Orig. U.S.]
plumber's crack;Noun. The upper part of the buttocks, and the area between, when visible above the low waistline of trousers when the wearer is kneeling or bending. Cf. 'builder's bum'.
plummy ;Adj. Of a person's voice, having an accent and style that's reminiscent of the way the English upper classes speak. Can be derog. [Late 1800s] {Informal}
plums ;Noun. The testicles.
plur;Acronym. A greeting or parting salutation, used on the underground rave scene. Peace Love Unity Respect. [1990s]
pocket billiards ;Noun. Of males, the pleasurable fondling of one's genitals via one's trouser pockets. Usually an adolescent's term and preoccupation.
pocket rocket;Noun. The penis.
podge ;Noun. An overweight or obese person. Derived from the s.e. podgy.
podged;"Adj. Full of food, sated with food, feeling one has overeaten. E.g.""I had a five course meal and was too podged to walk."" Cf. 'pogged'. [Derbyshire /Yorks /Notts use]"
poet's day;Noun. Essentially refers to Friday, although the expression sums up the general feeling of working on a Friday and the desire to leave work and get on with one's real life. Poet's being an acronym of Piss Off Early Tomorrow's Saturday.
po-face;Noun. 1. A face that's expressionless, impassive.
;2. A person with an disapprovingly expressionless face. Derog.
po-faced;Adj. Of a face, expressionless, impassive, and consequently humourless or disapproving.
pogo ;Noun. A style of dancing born of British punk rock in 1976/77, involves keeping a stiff body and legs whilst jumping vertically up and down.
;Verb. To dance in the manner of the 'pogo'.
pogged;Adj. Sated, full from eating food. Cf. 'podged'. [W. Yorks use]
pointies;Noun. A type of shoe with a pointed toe, usually women's.
point Percy (at the porcelain) ;Vrb phrs. Of males, to urinate. See 'percy'.
poison;"Noun. Alcohol. Usually heard in questions such as ""What's your poison?"", meaning ""What would you like to drink?"""
poison dwarf;Noun. An unpleasant, diminutive person.
poke ;Verb. Of males, to have sexual intercourse with.
;"Noun. Speed or power, usually applied to vehicles. E.g.""His new car has plenty of poke and can go from 0-60mph in 6 seconds."""
Polack ;Noun. A person from Poland, a Pole. Also as Polak. Offens. [1500s]
;Adj. Of or relating to Poland.
poleaxed;Adj. Drunk, intoxicated. Also as polaxed. [Irish use]
;"2. Surprised, shocked, stunned. E.g.""I was totally poleaxed when I heard the news of Elvis's death."" {Informal}"
polish a turd;Vrb phrs. Heard in a negative context in the phrase you can't polish a turd, and when applied to a task means that it is impossible.
poloney;Noun. A girl, young woman. Also polone and polony. [Polari]
Pompey;Noun. The City of Portsmouth.
ponce ;Noun. 1. A contemptible person.
;2. An effeminate male. Derog.
;3. An ostentatious male. Derog.
;"Verb. To beg or freeload. E.g.""He's been poncing off shoppers up the high street, saying he's homeless."""
ponce about/around;Verb. To waste time, to idle away time.
ponced up ;Adj. Dressed up, overdressed.
